6366,沈阳,马三家,18:10:00
6397,安平,本溪,19:30:00
6398,本溪,安平,17:48:00
6419,通州西,承德,08:05:00
6420,承德,通州西,10:43:00
6423,邯郸,潞城,07:03:00
6424,潞城,邯郸,13:22:00
6433,兴隆县,承德,07:03:00
6434,承德,兴隆县,18:44:00
6436,平泉,承德,17:30:00
6437,北京西,大涧,17:45:00
6452,杨村,北京,07:07:00
6455,承德,平泉,14:54:00
6456,平泉,承德,11:06:00
6601,哈尔滨,大庆西,04:23:00
6602,大庆西,滨江,17:54:00
6801,太原,镇城底,06:30:00
6802,镇城底,太原,09:08:00
6805,太原,镇城底,17:40:00
6815,介休,阳泉曲,10:32:00
6816,阳泉曲,介休,14:00:00
6817,灵丘,太原,08:52:00
6818,太原,灵丘,07:18:00
6819,宁武,岢岚,12:38:00
6820,岢岚,宁武,15:17:00
6821,河边,忻州,07:08:00
6822,忻州,河边,19:02:00
6823,大同,宁武,13:06:00
6833,宁武,岢岚,16:38:00
6845,临汾,运城,07:08:00
6849,临汾,侯马,17:50:00
6850,侯马,临汾,08:30:00
6851,包头东,乌海西,08:45:00
6852,乌海西,包头东,09:10:00
6853,包头东,白云鄂博,16:29:00
6854,白云鄂博,包头东,06:48:00
6856,呼和浩特,二连,09:58:00
6858,二连,呼和浩特,09:36:00
6905,新乡,长治北,10:52:00
6907,长治北,新乡,09:30:00
6918,阳城,洛阳,13:34:00
6920,洛阳,嘉峰,06:34:00
6953,双城堡,平房,17:43:00
6955,平房,双城堡,19:52:00
6967,伊春,乌伊岭,13:35:00
6968,乌伊岭,伊春,09:45:00
7001,西安,韩城,12:35:00
7003,韩城,西安,08:02:00
7005,榆林,西安,07:50:00
7006,西安,榆林,07:46:00
7007,商南,西安,08:00:00
7008,西安,商南,13:42:00
7053,淄博,泰山,06:52:00
7054,泰山,淄博,13:15:00
7265,张家界,怀化,08:35:00
7266,猛洞河,澧县,10:39:00
7267,澧县,张家界,16:28:00
7269,怀化,塘豹,07:30:00
7270,塘豹,怀化,13:12:00
7273,益阳,怀化,07:02:00
7274,新晃,益阳,09:21:00
7275,怀化,新晃,07:15:00
7452,昆明,红果,07:30:00
7454,红果,昆明,07:30:00
7501,陇西,兰州,15:05:00
7502,兰州,陇西,09:57:00
7503,天水,陇西,14:12:00
7504,陇西,天水,06:28:00
7505,兰州,武威南,17:33:00
7506,武威南,兰州,11:15:00
7507,武威南,嘉峪关,10:20:00
7508,嘉峪关,武威南,11:05:00
7510,兰州,干塘,07:46:00
7511,银川,长庆桥,06:21:00
7513,长庆桥,银川,08:59:00
7515,白银西,长征,11:10:00
7516,长征,白银西,17:35:00
7519,中卫,武威,16:52:00
7520,武威,中卫,09:15:00
7524,银川,汝箕沟,07:10:00
7529,嘉峪关,镜铁山,06:25:00
7530,镜铁山,嘉峪关,17:00:00
7531,银川,中卫,07:26:00
7532,中卫,银川,15:23:00
7535,嘉峪关,敦煌,08:10:00
7537,敦煌,嘉峪关,15:22:00
7556,乌鲁木齐南,和田,16:33:00
7558,喀什,乌鲁木齐南,17:53:00
7565,喀什,和田,09:00:00
7566,和田,喀什,17:05:00
G1,北京南,上海虹桥,09:00:00
G1001,武汉,深圳北,07:25:00
G1002,深圳北,武汉,07:00:00
G1003,武汉,深圳北,07:55:00
G1004,深圳北,武汉,08:26:00
G1005,武汉,深圳北,08:12:00
G1007,武汉,深圳北,09:30:00
G1008,深圳北,武汉,10:16:00
G1009,武汉,深圳北,09:41:00
G101,北京南,上海虹桥,06:44:00
G1010,深圳北,武汉,11:20:00
G1012,深圳北,武汉,13:10:00
G1013,武汉,深圳北,12:11:00
G1014,深圳北,武汉,15:22:00
G1015,武汉,深圳北,13:44:00
G1016,深圳北,武汉,15:10:00
G1017,武汉,深圳北,14:39:00
G1018,深圳北,武汉,15:04:00
G1019,武汉,深圳北,15:43:00
G102,上海虹桥,北京南,06:39:00
G1020,深圳北,武汉,16:25:00
G1021,武汉,深圳北,16:58:00
G1022,深圳北,武汉,17:10:00
G1032,深圳北,宜昌东,12:39:00
G1034,宜昌东,深圳北,08:40:00
G104,上海虹桥,北京南,06:53:00
G105,北京南,上海虹桥,07:35:00
G106,上海虹桥,北京南,07:10:00
G107,北京南,上海虹桥,08:05:00
G108,上海虹桥,北京南,07:20:00
G109,北京南,上海虹桥,08:15:00
G11,北京南,上海虹桥,08:00:00
G110,上海虹桥,北京南,07:28:00
G1101,武汉,广州南,06:45:00
G1102,广州南,武汉,07:00:00
G1103,武汉,广州南,07:00:00
G1104,广州南,武汉,07:46:00
G1105,武汉,广州南,07:37:00
G1106,广州南,武汉,08:34:00
G1107,武汉,广州南,08:31:00
G1108,广州南,武汉,09:17:00
G1109,武汉,广州南,09:05:00
G111,北京南,上海虹桥,08:35:00
G1110,广州南,武汉,10:34:00
G1111,武汉,广州南,09:10:00
G1112,广州南,武汉,10:52:00
G1113,南京南,广州南,07:10:00
G1114,广州南,武汉,11:02:00
G1115,武汉,广州南,11:00:00
G1117,武汉,广州南,11:48:00
G112,上海虹桥,北京南,08:05:00
G1120,广州南,武汉,12:17:00
G1121,武汉,广州南,12:45:00
G1122,广州南,武汉,12:55:00
G1123,武汉,广州南,13:58:00
G1124,广州南,武汉,14:20:00
G1125,武汉,广州南,15:06:00
G1126,广州南,武汉,14:28:00
G1127,武汉,广州南,15:23:00
G1129,武汉,广州南,15:49:00
G113,北京南,上海虹桥,08:53:00
G1130,广州南,武汉,15:26:00
G1132,广州南,武汉,16:47:00
G1133,武汉,广州南,17:57:00
G1134,广州南,武汉,17:30:00
G1135,武汉,广州南,18:08:00
G1136,广州南,武汉,17:40:00
G1138,广州南,武汉,17:46:00
G1139,武汉,广州南,19:23:00
G114,上海虹桥,北京南,08:10:00
G1140,广州南,武汉,18:43:00
G1141,武汉,广州南,19:46:00
G1143,武汉,广州南,09:16:00
G1144,广州南,武汉,14:59:00
G1148,宜昌东,广州南,09:50:00
G115,北京南,上海虹桥,09:22:00
G1152,广州南,汉口,11:41:00
G1154,汉口,广州南,17:10:00
G116,上海虹桥,北京南,09:34:00
G117,北京南,上海虹桥,09:40:00
G118,上海虹桥,北京南,09:54:00
G119,北京南,上海虹桥,10:05:00
G12,上海虹桥,北京南,08:00:00
G120,上海虹桥,北京南,10:05:00
G1202,哈尔滨西,上海虹桥,08:20:00
G1204,上海虹桥,哈尔滨西,09:39:00
G1206,哈尔滨西,青岛北,08:05:00
G121,北京南,上海虹桥,10:28:00
G1212,长春,上海虹桥,08:57:00
G1214,上海虹桥,长春,10:22:00
G122,上海虹桥,北京南,10:46:00
G1222,沈阳北,宁波,08:14:00
G1224,宁波,沈阳北,07:34:00
G1226,沈阳北,上海虹桥,07:57:00
G1228,上海虹桥,沈阳北,11:31:00
G123,北京南,上海虹桥,11:05:00
G1230,丹东,上海虹桥,11:11:00
G1232,上海虹桥,丹东,08:10:00
G1234,长春,上海虹桥,10:30:00
G1236,上海虹桥,长春,10:33:00
G124,上海虹桥,北京南,11:05:00
G1242,长春,济南西,15:28:00
G1244,济南,长春,07:42:00
G1246,哈尔滨西,青岛北,11:34:00
G1248,青岛北,哈尔滨西,08:17:00
G125,北京南,上海虹桥,11:10:00
G1251,大连,上海虹桥,08:41:00
G1252,上海虹桥,大连北,11:20:00
G1256,长春,上海虹桥,11:41:00
G1258,上海虹桥,长春,09:13:00
G126,上海虹桥,北京南,11:10:00
G1262,哈尔滨西,郑州东,11:14:00
G1264,郑州东,哈尔滨西,08:14:00
G1266,长春,青岛北,10:23:00
G127,北京南,上海虹桥,11:35:00
G1276,哈尔滨西,武汉,08:59:00
G1278,武汉,哈尔滨西,08:56:00
G128,上海虹桥,北京南,11:15:00
G129,北京南,上海虹桥,12:10:00
G1290,武汉,沈阳,08:09:00
G1292,沈阳,武汉,10:07:00
G1298,石家庄,沈阳,07:10:00
G13,北京南,上海虹桥,10:00:00
G130,上海虹桥,北京南,11:26:00
G1300,沈阳,石家庄,13:23:00
G1301,上海虹桥,广州南,10:23:00
G1303,上海虹桥,广州南,14:10:00
G1304,广州南,上海虹桥,13:24:00
G1305,上海虹桥,广州南,15:25:00
G131,北京南,上海虹桥,12:25:00
G1312,深圳北,重庆北,07:37:00
G1314,重庆北,深圳北,07:49:00
G1316,广州南,成都东,06:53:00
G1318,成都东,广州南,07:55:00
G132,上海虹桥,北京南,12:12:00
G1321,上海虹桥,贵阳北,06:25:00
G1322,贵阳北,南京南,09:07:00
G1323,上海虹桥,贵阳北,08:25:00
G1324,贵阳北,上海虹桥,10:06:00
G1325,南京南,贵阳北,07:39:00
G1326,贵阳北,上海虹桥,11:44:00
G1327,上海虹桥,贵阳北,11:39:00
G1328,贵阳北,上海虹桥,11:57:00
G1329,上海虹桥,贵阳北,13:43:00
G133,北京南,上海虹桥,12:40:00
G1330,贵阳北,上海虹桥,13:59:00
G1331,杭州东,贵阳北,15:00:00
G1332,贵阳北,杭州东,06:52:00
G134,上海虹桥,北京南,13:02:00
G1341,上海虹桥,长沙南,07:32:00
G1342,长沙南,上海虹桥,07:05:00
G1343,上海虹桥,长沙南,08:55:00
G1344,长沙南,上海虹桥,07:30:00
G1346,长沙南,上海虹桥,08:00:00
G1347,上海虹桥,长沙南,09:51:00
G1348,长沙南,上海虹桥,09:00:00
G1349,上海虹桥,长沙南,10:48:00
G135,南京南,上海虹桥,17:27:00
G1350,长沙南,上海虹桥,09:27:00
G1352,长沙南,上海虹桥,10:38:00
G1353,上海虹桥,长沙南,13:25:00
G1354,长沙南,上海虹桥,11:40:00
G1355,上海虹桥,长沙南,13:48:00
G1356,长沙南,上海虹桥,13:40:00
G1357,上海虹桥,长沙南,15:01:00
G1358,长沙南,上海虹桥,14:41:00
G1359,上海虹桥,长沙南,15:37:00
G136,上海虹桥,北京南,13:17:00
G1361,上海虹桥,长沙南,16:42:00
G1363,上海虹桥,长沙南,17:19:00
G1364,长沙南,上海虹桥,16:42:00
G1365,上海虹桥,长沙南,17:40:00
G137,北京南,上海虹桥,13:07:00
G1371,上海虹桥,怀化南,07:22:00
G1373,上海虹桥,怀化南,12:40:00
G1374,怀化南,上海虹桥,09:20:00
G1376,怀化南,上海虹桥,14:25:00
G138,上海虹桥,北京南,13:30:00
G1382,南昌西,上海虹桥,07:32:00
G1383,上海虹桥,南昌西,06:45:00
G1384,南昌西,上海虹桥,08:04:00
G1386,南昌西,上海虹桥,10:05:00
G1387,上海虹桥,南昌西,12:20:00
G1389,上海虹桥,南昌西,13:11:00
G139,北京南,上海虹桥,13:40:00
G1391,上海虹桥,南昌西,16:26:00
G1393,上海虹桥,南昌西,17:47:00
G1394,南昌西,上海虹桥,17:55:00
G1395,上海虹桥,南昌西,18:29:00
G14,上海虹桥,北京南,10:00:00
G140,上海虹桥,北京南,13:37:00
G1401,南昌西,广州南,07:20:00
G1402,广州南,上饶,13:02:00
G1403,杭州东,广州南,07:54:00
G1404,广州南,杭州东,15:59:00
G1405,上饶,广州南,11:18:00
G1406,广州南,南昌西,17:57:00
G141,北京南,上海虹桥,14:10:00
G1416,宁波,长沙南,07:00:00
G142,上海虹桥,北京南,14:16:00
G1421,杭州东,怀化南,07:31:00
G1422,怀化南,杭州东,15:10:00
G143,北京南,上海虹桥,14:31:00
G1432,宁波,长沙南,16:26:00
G1434,长沙南,宁波,09:50:00
G144,上海虹桥,北京南,14:35:00
G145,北京南,上海虹桥,14:36:00
G1451,杭州东,南昌西,12:36:00
G1452,南昌西,杭州东,09:17:00
G1455,杭州东,南昌西,15:50:00
G1456,南昌西,杭州东,12:25:00
G146,上海虹桥,北京南,15:05:00
G147,北京南,上海虹桥,15:41:00
G148,上海虹桥,北京南,15:31:00
G1481,南京南,贵阳北,11:28:00
G1482,长沙南,南京南,08:40:00
G1483,南京南,长沙南,15:18:00
G1484,贵阳北,南京南,08:04:00
G149,北京南,上海虹桥,16:25:00
G1493,南京南,南昌西,13:00:00
G15,北京南,上海虹桥,11:00:00
G150,上海虹桥,北京南,16:05:00
G1501,上海虹桥,南宁东,10:03:00
G1502,南宁东,上海虹桥,09:05:00
G1503,南京南,南宁东,08:32:00
G1504,南宁东,南京南,09:40:00
G1505,杭州东,北海,09:19:00
G1507,黄山北,上海虹桥,13:50:00
G1509,上海虹桥,黄山北,08:31:00
G151,北京南,上海虹桥,16:35:00
G152,上海虹桥,北京南,16:19:00
G1521,武汉,贵阳北,08:01:00
G1522,贵阳北,武汉,10:27:00
G1523,武汉,贵阳北,16:04:00
G1524,贵阳北,武汉,14:23:00
G153,北京南,上海虹桥,17:15:00
G1531,郑州东,贵阳北,07:38:00
G1532,贵阳北,郑州东,12:30:00
G1534,贵阳北,郑州东,15:36:00
G154,上海虹桥,北京南,17:14:00
G155,北京南,上海虹桥,17:20:00
G156,上海虹桥,北京南,17:19:00
G1563,北京西,郑州东,17:19:00
G1564,郑州东,北京西,06:42:00
G1565,北京西,郑州东,06:10:00
G1566,郑州东,北京西,20:30:00
G1569,南昌西,长沙南,18:52:00
G157,北京南,上海虹桥,17:43:00
G1571,北京西,安阳东,17:41:00
G1572,安阳东,北京西,08:15:00
G158,上海虹桥,北京南,17:34:00
G16,上海虹桥,北京南,11:00:00
G160,上海虹桥,北京南,17:39:00
G1601,合肥南,深圳北,09:25:00
G1602,深圳北,合肥南,08:52:00
G161,北京南,安庆,14:41:00
G1611,合肥南,厦门北,07:35:00
G1619,合肥南,南昌西,09:08:00
G162,安庆,北京南,10:12:00
G1621,合肥南,福州,08:00:00
G1624,福州,合肥南,13:00:00
G163,北京南,苍南,10:50:00
G1631,上海虹桥,福州,07:54:00
G1632,福州,上海虹桥,08:00:00
G1633,上海虹桥,福州,12:25:00
G1634,福州,上海虹桥,09:01:00
G1635,上海虹桥,福州,14:35:00
G1636,福州,上海虹桥,12:26:00
G1637,上海虹桥,福州,15:17:00
G1638,福州,上海虹桥,12:45:00
G1639,上海虹桥,福州,17:24:00
G164,苍南,北京南,10:20:00
G1641,杭州东,福州,19:08:00
G165,北京南,杭州东,08:20:00
G1651,上海虹桥,厦门北,06:56:00
G1652,厦门北,上海虹桥,07:53:00
G1653,上海虹桥,厦门北,08:15:00
G1655,上海虹桥,厦门北,09:23:00
G1657,上海虹桥,厦门北,10:18:00
G1658,厦门北,上海虹桥,16:15:00
G1659,上海虹桥,厦门北,12:58:00
G166,杭州东,北京南,15:23:00
G1661,蚌埠南,龙岩,07:26:00
G167,北京南,温州南,12:50:00
G1671,南京南,厦门北,06:50:00
G1672,福州,南京南,10:35:00
G1673,徐州东,厦门北,06:58:00
G1675,徐州东,南昌西,07:15:00
G1676,厦门北,徐州东,14:52:00
G1677,南京南,福州,16:29:00
G1678,厦门北,南京南,15:40:00
G1679,杭州东,厦门,14:19:00
G168,温州南,北京南,08:36:00
G1686,贵阳北,厦门北,09:34:00
G1688,厦门北,贵阳北,09:29:00
